size,total_sqft,bath,bhk,price_per_sqft,price_total
3 BHK,2098.0,3.0,3,10009.532888465204,21000000.0
3 BHK,2400.0,3.0,3,11250.0,27000000.0
3 BHK,1976.0,3.0,3,4655.87044534413,9200000.0
2 BHK,1190.0,2.0,2,5193.27731092437,6180000.0
3 BHK,1800.0,3.0,3,10666.666666666666,19200000.0
3 BHK,1761.0,3.0,3,4799.545712663259,8452000.0
3 BHK,1700.0,3.0,3,7058.823529411765,12000000.0
4 Bedroom,900.0,4.0,4,7777.777777777777,7000000.0
2 BHK,1128.0,2.0,2,5744.68085106383,6480000.0
3 BHK,2000.0,3.0,3,4250.0,8500000.0
3 BHK,1220.0,2.0,3,2889.344262295082,3525000.0
1 BHK,509.0,1.0,1,3929.2730844793714,2000000.0
3 BHK,1852.0,4.0,3,6587.473002159827,12200000.0
2 BHK,1045.0,2.0,2,3889.9521531100477,4065000.0
4 BHK,3535.0,4.0,4,6082.036775106082,21500000.0
2 BHK,1102.0,2.0,2,4870.235934664247,5367000.0
4 BHK,1800.0,3.0,4,4555.555555555556,8200000.0
3 BHK,1436.0,2.0,3,5222.841225626741,7500000.0
3 BHK,1397.0,2.0,3,3722.2619899785254,5200000.0
2 BHK,1140.0,2.0,2,4912.2807017543855,5600000.0
1 BHK,645.0,1.0,1,8527.131782945737,5500000.0
5 Bedroom,2350.0,5.0,5,13829.787234042553,32500000.0
3 Bedroom,1200.0,3.0,3,18750.0,22500000.0
3 BHK,2050.0,3.0,3,6585.365853658536,13500000.0
2 BHK,1335.0,2.0,2,7116.104868913858,9500000.0
2 Bedroom,2100.0,1.0,2,9523.809523809523,20000000.0
3 BHK,1255.0,3.0,3,6189.641434262949,7768000.000000001
2 BHK,1140.0,2.0,2,5175.438596491228,5900000.0
3 BHK,2376.0,3.0,3,10101.0101010101,24000000.0
1 BHK,663.0,1.0,1,6938.15987933635,4600000.0
2 BHK,1276.0,2.0,2,11442.006269592477,14600000.0
3 BHK,1450.0,3.0,3,4200.0,6090000.0
3 BHK,1400.0,3.0,3,4714.285714285715,6600000.0
2 BHK,1339.0,2.0,2,4000.0,5356000.0
3 BHK,1220.0,2.0,3,2887.7049180327863,3522999.9999999995
3 BHK,2200.0,3.0,3,12500.0,27500000.0
2 BHK,1305.0,2.0,2,3984.6743295019155,5200000.0
3 BHK,1740.0,3.0,3,4597.701149425287,8000000.0
2 BHK,680.0,1.0,2,3088.235294117647,2100000.0
2 BHK,1154.0,2.0,2,4072.790294627383,4700000.0
2 BHK,1200.0,2.0,2,3333.3333333333335,4000000.0
2 BHK,1155.0,2.0,2,4718.614718614718,5450000.0
3 BHK,1525.0,2.0,3,4131.147540983607,6300000.0
1 Bedroom,600.0,1.0,1,20833.333333333332,12500000.0
4 BHK,2470.0,5.0,4,7773.27935222672,19200000.0
2 BHK,1100.0,2.0,2,5454.545454545455,6000000.0
2 BHK,1250.0,2.0,2,5200.0,6500000.0
2 BHK,1400.0,2.0,2,5000.0,7000000.0
3 BHK,1600.0,3.0,3,6250.0,10000000.0
2 BHK,1060.0,2.0,2,5188.679245283019,5500000.0
2 BHK,1272.0,2.0,2,3930.817610062893,5000000.0
2 BHK,1296.0,2.0,2,8101.851851851852,10500000.0
4 BHK,2100.0,3.0,4,13333.333333333334,28000000.0
3 BHK,1945.0,3.0,3,5912.596401028278,11500000.0
3 BHK,1033.0,2.0,3,2949.6611810261375,3047000.0
3 BHK,2300.0,2.0,3,3000.0,6900000.0
2 BHK,1235.0,2.0,2,4272.064777327935,5276000.0
3 BHK,2100.0,3.0,3,12857.142857142857,27000000.0
2 BHK,850.0,2.0,2,5000.0,4250000.0
3 BHK,1880.0,3.0,3,5851.063829787234,11000000.0
4 BHK,2450.0,4.0,4,15020.408163265307,36800000.0
2 BHK,1060.0,2.0,2,4905.66037735849,5200000.0
3 BHK,2041.0,3.0,3,6761.391474767271,13800000.0
2 Bedroom,1050.0,2.0,2,11904.761904761905,12500000.0
2 BHK,1037.0,2.0,2,3498.553519768563,3628000.0
2 BHK,1150.0,2.0,2,3391.304347826087,3900000.0
2 BHK,1184.0,2.0,2,5236.486486486487,6200000.0
3 BHK,1680.0,3.0,3,7500.0,12600000.0
3 BHK,1411.0,3.0,3,7087.172218284904,10000000.0
5 Bedroom,900.0,5.0,5,6111.111111111111,5500000.0
2 BHK,900.0,2.0,2,4555.555555555556,4100000.0
4 BHK,3500.0,4.0,4,9142.857142857143,32000000.0
3 BHK,1702.0,3.0,3,7050.5287896592245,12000000.0
2 BHK,1185.0,2.0,2,3797.46835443038,4500000.0
3 BHK,1300.0,3.0,3,4923.076923076923,6400000.0
3 BHK,1545.0,3.0,3,4207.119741100324,6500000.0
3 BHK,1515.0,2.0,3,8910.89108910891,13500000.0
3 BHK,1300.0,3.0,3,4230.7692307692305,5500000.0
2 BHK,1107.0,2.0,2,5149.051490514905,5700000.0
3 BHK,1720.0,3.0,3,6162.790697674419,10600000.0
3 BHK,1540.0,3.0,3,9740.25974025974,15000000.0
2 BHK,1000.0,2.0,2,4450.0,4450000.0
1 BHK,710.0,1.0,1,5692.957746478874,4042000.0
2 BHK,1100.0,2.0,2,3454.5454545454545,3800000.0
4 Bedroom,3200.0,4.0,4,8437.5,27000000.0
2 Bedroom,900.0,2.0,2,17777.777777777777,16000000.0
2 BHK,1250.0,2.0,2,3840.0,4800000.0
5 Bedroom,2400.0,4.0,5,5416.666666666667,13000000.0
3 BHK,1584.01,3.0,3,6565.615116066187,10400000.0
4 Bedroom,875.0,4.0,4,17142.85714285714,15000000.0
4 Bedroom,1200.0,6.0,4,5000.0,6000000.0
3 BHK,1485.0,2.0,3,4713.804713804714,7000000.0
3 BHK,1100.0,2.0,3,7090.909090909091,7800000.0
2 BHK,1245.0,2.0,2,4738.955823293173,5900000.0
4 Bedroom,1880.0,4.0,4,8191.489361702128,15400000.0
3 BHK,2214.0,3.0,3,15808.491418247515,35000000.0
2 BHK,1050.0,2.0,2,4285.714285714285,4500000.0
4 Bedroom,600.0,4.0,4,15833.333333333334,9500000.0
3 BHK,1640.0,3.0,3,6402.4390243902435,10500000.0
2 BHK,1165.0,2.0,2,5579.399141630901,6500000.0
2 BHK,1110.0,2.0,2,3873.873873873874,4300000.0
7 BHK,1200.0,5.0,7,16666.666666666668,20000000.0
4 BHK,4000.0,4.0,4,15750.0,63000000.0
4 Bedroom,4500.0,4.0,4,3333.3333333333335,15000000.0
4 Bedroom,600.0,4.0,4,10833.333333333334,6500000.0
2 BHK,1300.0,2.0,2,5769.2307692307695,7500000.0
2 Bedroom,1200.0,1.0,2,3500.0,4200000.0
2 BHK,1232.0,2.0,2,5650.162337662337,6961000.0
3 BHK,1704.0,3.0,3,5537.55868544601,9436000.0
3 BHK,1275.0,2.0,3,6901.9607843137255,8800000.0
3 BHK,1222.0,2.0,3,5564.648117839607,6800000.0
2 BHK,1155.0,2.0,2,3376.6233766233768,3900000.0
2 BHK,1000.0,2.0,2,2995.0,2995000.0
2 BHK,1200.0,2.0,2,3750.0,4500000.0
3 BHK,1517.0,3.0,3,4698.7475280158205,7128000.0
2 BHK,1166.0,2.0,2,3198.1132075471696,3729000.0
2 BHK,870.0,2.0,2,2758.6206896551726,2400000.0
5 BHK,4000.0,5.0,5,4250.0,17000000.0
4 Bedroom,1350.0,4.0,4,17037.037037037036,23000000.0
4 BHK,3019.0,6.0,4,6293.474660483604,19000000.0
3 BHK,1345.0,3.0,3,4312.267657992565,5800000.0
3 Bedroom,900.0,3.0,3,8333.333333333334,7500000.0
4 BHK,3800.0,5.0,4,4473.684210526316,17000000.0
3 BHK,971.0,2.0,3,3913.491246138002,3800000.0
2 BHK,1255.0,2.0,2,4168.924302788844,5232000.0
2 BHK,1810.0,2.0,2,3591.160220994475,6500000.0
2 BHK,1300.0,2.0,2,4461.538461538462,5800000.0
2 BHK,1185.0,2.0,2,3797.46835443038,4500000.0
2 BHK,1350.0,2.0,2,5037.037037037037,6800000.0
3 BHK,1590.0,3.0,3,4789.937106918239,7616000.0
7 BHK,3000.0,6.0,7,6000.0,18000000.0
4 Bedroom,1560.0,3.0,4,9551.28205128205,14900000.0
3 BHK,1650.0,3.0,3,7636.363636363636,12600000.0
3 BHK,1645.0,3.0,3,5288.753799392097,8700000.0
3 BHK,1748.0,3.0,3,5892.448512585813,10300000.0
3 Bedroom,1200.0,3.0,3,5647.5,6777000.0
2 BHK,1170.0,2.0,2,4273.504273504273,5000000.0
4 BHK,3420.0,4.0,4,6578.9473684210525,22500000.0
3 BHK,1320.0,2.0,3,4924.242424242424,6500000.0
3 BHK,1610.0,3.0,3,5250.310559006211,8453000.0
3 BHK,1870.0,3.0,3,9625.668449197861,18000000.0
3 BHK,1510.0,2.0,3,7284.76821192053,11000000.0
6 Bedroom,2700.0,7.0,6,4074.074074074074,11000000.0
3 BHK,1305.0,2.0,3,3500.383141762452,4568000.0
3 BHK,1500.0,2.0,3,4666.666666666667,7000000.0
2 BHK,1149.0,2.0,2,11314.186248912098,13000000.0
4 BHK,1948.0,4.0,4,6622.17659137577,12900000.0
3 Bedroom,1448.0,3.0,3,4834.254143646409,7000000.0
2 BHK,1242.0,2.0,2,6280.193236714976,7800000.0
2 BHK,1268.0,2.0,2,4574.132492113565,5800000.0
2 BHK,1101.0,2.0,2,4541.326067211626,5000000.0
2 BHK,1255.0,2.0,2,5179.282868525896,6500000.0
3 BHK,1362.0,3.0,3,4598.384728340676,6263000.0
3 BHK,984.0,3.0,3,14227.642276422765,14000000.0
2 BHK,1089.0,2.0,2,3000.0,3267000.0
2 BHK,800.0,1.0,2,11875.0,9500000.0
3 BHK,1345.0,2.0,3,4237.918215613383,5700000.0
8 Bedroom,3600.0,9.0,8,3472.222222222222,12500000.0
4 Bedroom,1650.0,2.0,4,8484.848484848484,14000000.0
2 BHK,950.0,2.0,2,4736.8421052631575,4500000.0
2 BHK,1068.0,2.0,2,4026.2172284644193,4300000.0
2 BHK,860.0,1.0,2,3604.6511627906975,3100000.0
8 Bedroom,3000.0,5.0,8,4333.333333333333,13000000.0
3 BHK,1756.0,3.0,3,3800.113895216401,6673000.0
2 BHK,1205.0,2.0,2,3402.4896265560164,4100000.0
8 Bedroom,1120.0,8.0,8,13839.285714285714,15500000.0
3 BHK,1800.0,3.0,3,6944.444444444444,12500000.0
4 BHK,8321.0,5.0,4,34995.79377478668,291200000.0
3 BHK,1604.0,3.0,3,4239.401496259352,6800000.0
4 BHK,2732.0,4.0,4,7467.0571010248905,20400000.0
2 BHK,1015.0,2.0,2,2549.753694581281,2588000.0
3 BHK,1200.0,2.0,3,3500.0,4200000.0
2 BHK,1010.0,2.0,2,3762.3762376237623,3800000.0
2 Bedroom,1250.0,3.0,2,13600.0,17000000.0
2 BHK,1010.0,2.0,2,4059.4059405940593,4100000.0
2 BHK,1050.0,2.0,2,3152.3809523809523,3310000.0
3 BHK,1710.0,3.0,3,4970.7602339181285,8500000.0
3 BHK,1248.52,3.0,3,9210.90571236344,11500000.0
1 BHK,410.0,1.0,1,2439.0243902439024,1000000.0
3 BHK,1656.0,2.0,3,3800.1207729468597,6293000.0
3 BHK,1451.0,3.0,3,4686.423156443831,6800000.0
6 BHK,1200.0,3.0,6,14583.333333333334,17500000.0
2 BHK,1250.0,2.0,2,7440.0,9300000.0
3 Bedroom,4395.0,3.0,3,5460.750853242321,24000000.0
4 BHK,4600.0,6.0,4,14130.434782608696,65000000.0
3 BHK,1340.0,2.0,3,3134.3283582089553,4200000.0
2 BHK,1100.0,2.0,2,3500.0,3850000.0
4 BHK,6000.0,6.0,4,11666.666666666666,70000000.0
3 BHK,1700.0,3.0,3,4176.470588235294,7100000.0
6 Bedroom,1200.0,5.0,6,12500.0,15000000.0
2 BHK,1096.0,2.0,2,3923.3576642335765,4300000.0
2 BHK,1160.0,2.0,2,2887.9310344827586,3350000.0
3 BHK,1936.0,3.0,3,7179.752066115702,13900000.0
3 BHK,1269.0,2.0,3,4964.5390070921985,6300000.0
3 BHK,3500.0,3.0,3,18000.0,63000000.0
3 BHK,1586.0,3.0,3,7881.462799495586,12500000.0
2 BHK,1376.0,2.0,2,9011.627906976744,12400000.0
3 BHK,1452.0,3.0,3,3891.184573002755,5650000.0
3 BHK,1538.0,3.0,3,6957.087126137842,10700000.0
3 BHK,1427.0,2.0,3,9110.021023125439,13000000.0
2 BHK,935.0,2.0,2,4278.07486631016,4000000.0
2 BHK,1220.0,2.0,2,5327.868852459016,6500000.0
2 BHK,1197.0,2.0,2,6432.748538011696,7700000.0
2 BHK,674.0,1.0,2,2952.522255192878,1989999.9999999998
1 BHK,410.0,1.0,1,3658.5365853658536,1500000.0
3 BHK,1573.0,3.0,3,5721.551176096631,9000000.0
2 BHK,1135.0,2.0,2,5110.132158590309,5800000.0
3 BHK,1400.0,2.0,3,2887.8571428571427,4043000.0
1 BHK,1200.0,1.0,1,5416.666666666667,6500000.0
3 Bedroom,1800.0,3.0,3,5277.777777777777,9500000.0
3 BHK,2045.0,3.0,3,5281.173594132029,10800000.0
2 BHK,1268.0,2.0,2,4416.403785488959,5600000.0
2 BHK,883.0,2.0,2,4416.761041902605,3900000.0
3 BHK,1600.0,3.0,3,6250.0,10000000.0
2 BHK,1056.0,2.0,2,6628.787878787879,7000000.0
10 Bedroom,1200.0,11.0,10,8750.0,10500000.0
4 Bedroom,4500.0,4.0,4,7333.333333333333,33000000.0
2 BHK,1204.0,2.0,2,4817.275747508305,5800000.0
3 BHK,1410.0,2.0,3,3829.7872340425533,5400000.0
2 BHK,1460.0,2.0,2,5500.0,8030000.0
2 BHK,1100.0,2.0,2,3743.6363636363635,4118000.0
2 BHK,1310.0,2.0,2,6717.557251908397,8800000.0
3 BHK,1600.0,3.0,3,5625.0,9000000.0
2 BHK,1250.0,2.0,2,4400.0,5500000.0
3 BHK,1665.0,3.0,3,4500.3003003003005,7493000.000000001
3 BHK,1345.0,2.0,3,4237.918215613383,5700000.0
5 Bedroom,2000.0,5.0,5,12000.0,24000000.0
2 BHK,1416.0,2.0,2,4731.6384180790965,6700000.0
2 BHK,1145.0,2.0,2,4017.467248908297,4600000.0
10 Bedroom,7200.0,10.0,10,2777.777777777778,20000000.0
3 BHK,1231.0,3.0,3,4711.6165718927705,5800000.0
3 BHK,1664.0,3.0,3,4444.110576923077,7395000.0
3 Bedroom,2000.0,3.0,3,3800.0,7600000.0
2 BHK,972.0,2.0,2,4423.868312757201,4300000.0
4 BHK,4500.0,4.0,4,7666.666666666667,34500000.0
2 BHK,1185.0,2.0,2,3999.15611814346,4739000.0
3 BHK,1750.0,3.0,3,4628.571428571428,8100000.0
3 BHK,3155.0,4.0,3,10015.847860538826,31600000.0
2 BHK,1007.0,2.0,2,6752.730883813307,6800000.0
3 BHK,1700.0,3.0,3,11764.70588235294,20000000.0
2 BHK,1250.0,2.0,2,6800.0,8500000.0
2 BHK,1200.0,2.0,2,4500.0,5400000.0
2 BHK,994.0,2.0,2,4253.521126760564,4228000.0
2 BHK,1150.0,2.0,2,3478.2608695652175,4000000.0
2 BHK,1220.0,2.0,2,3770.4918032786886,4600000.0
2 BHK,1441.0,2.0,2,7980.569049271339,11500000.0
2 BHK,1157.0,2.0,2,4089.887640449438,4732000.0
6 BHK,1300.0,6.0,6,11538.461538461539,15000000.0
2 BHK,1400.0,2.0,2,7500.0,10500000.0
3 BHK,1370.07,3.0,3,4744.283138817725,6500000.0
5 Bedroom,1200.0,4.0,5,10833.333333333334,13000000.0
2 BHK,900.0,2.0,2,4444.444444444444,4000000.0
1 BHK,418.0,1.0,1,4066.9856459330144,1700000.0
3 Bedroom,1200.0,3.0,3,6666.666666666667,8000000.0
2 BHK,1200.0,2.0,2,3583.3333333333335,4300000.0
2 BHK,1062.0,2.0,2,4000.0,4248000.0
2 BHK,1120.0,2.0,2,4553.571428571428,5100000.0
2 BHK,1012.0,2.0,2,4347.826086956522,4400000.0
3 Bedroom,1500.0,2.0,3,13333.333333333334,20000000.0
4 Bedroom,950.0,4.0,4,18947.36842105263,18000000.0
2 BHK,675.0,2.0,2,2000.0,1350000.0
2 BHK,1430.0,2.0,2,5454.545454545455,7800000.0
3 BHK,1195.0,2.0,3,4686.192468619247,5600000.0
3 BHK,2640.0,5.0,3,5681.818181818182,15000000.0
3 BHK,1075.0,2.0,3,3906.9767441860463,4200000.0
3 BHK,1570.0,3.0,3,4840.127388535031,7598999.999999999
6 Bedroom,782.0,4.0,6,10869.565217391304,8500000.0
2 BHK,1011.0,2.0,2,5835.806132542038,5900000.0
3 BHK,1450.0,2.0,3,7034.482758620689,10200000.0
2 BHK,1129.0,2.0,2,6111.603188662533,6900000.0
2 BHK,1126.0,2.0,2,3197.158081705151,3600000.0
3 Bedroom,1200.0,3.0,3,9166.666666666666,11000000.0
3 BHK,1180.0,2.0,3,3813.5593220338983,4500000.0
3 Bedroom,600.0,4.0,3,20833.333333333332,12500000.0
4 Bedroom,940.0,4.0,4,4787.234042553191,4500000.0
3 BHK,1933.0,3.0,3,7242.628039317124,14000000.0
2 BHK,1082.0,2.0,2,5914.972273567468,6400000.0
8 Bedroom,2400.0,8.0,8,10416.666666666666,25000000.0
1 BHK,610.0,1.0,1,4590.163934426229,2800000.0
4 Bedroom,1560.0,4.0,4,10256.410256410256,16000000.0
3 BHK,1300.0,3.0,3,5999.230769230769,7798999.999999999
4 Bedroom,3850.0,6.0,4,5324.675324675325,20500000.0
2 BHK,1125.0,2.0,2,4088.8888888888887,4600000.0
6 Bedroom,2400.0,7.0,6,4458.333333333333,10700000.0
2 BHK,777.4,2.0,2,3215.8476974530486,2500000.0
4 BHK,2500.0,3.0,4,2600.0,6500000.0
3 BHK,1798.0,3.0,3,8342.602892102335,15000000.0
3 BHK,1864.0,3.0,3,6437.768240343347,12000000.0
2 BHK,1115.0,2.0,2,4655.605381165919,5191000.0
1 BHK,400.0,1.0,1,6250.0,2500000.0
2 BHK,1200.0,2.0,2,5833.333333333333,7000000.0
2 BHK,992.0,2.0,2,2500.0,2480000.0
2 BHK,950.0,2.0,2,6000.0,5700000.0
4 Bedroom,1500.0,4.0,4,12333.333333333334,18500000.0
2 BHK,1200.0,2.0,2,5166.666666666667,6200000.0
3 BHK,1735.0,3.0,3,4034.5821325648417,7000000.0
3 BHK,1750.0,3.0,3,9828.57142857143,17200000.0
2 BHK,1009.0,2.0,2,5550.049554013875,5600000.0
3 BHK,1470.0,2.0,3,6938.775510204082,10200000.0
3 BHK,1527.0,3.0,3,7531.106745252128,11500000.0
2 BHK,985.0,2.0,2,4568.527918781726,4500000.0
4 Bedroom,3300.0,4.0,4,4090.909090909091,13500000.0
2 BHK,1277.0,2.0,2,6029.757243539546,7700000.0
2 BHK,1100.0,2.0,2,5636.363636363636,6200000.0
3 BHK,1820.0,3.0,3,7692.307692307692,14000000.0
4 BHK,1530.0,3.0,4,5686.274509803921,8700000.0
3 BHK,1886.0,3.0,3,10869.565217391304,20500000.0
3 Bedroom,1200.0,2.0,3,15833.333333333334,19000000.0
3 BHK,1880.0,4.0,3,5851.063829787234,11000000.0
2 BHK,1255.0,2.0,2,4171.314741035857,5235000.0
2 BHK,700.0,2.0,2,5142.857142857143,3600000.0
2 BHK,1140.0,2.0,2,4035.0877192982457,4600000.0
2 BHK,1025.0,2.0,2,2887.8048780487807,2960000.0
4 Bedroom,3453.0,4.0,4,7153.200115841298,24700000.0
3 BHK,1490.0,2.0,3,4000.0,5960000.0
4 Bedroom,1200.0,4.0,4,13750.0,16500000.0
3 BHK,1850.0,3.0,3,7567.5675675675675,14000000.0
2 BHK,1250.0,2.0,2,6240.0,7800000.0
4 BHK,2400.0,3.0,4,4500.0,10800000.0
4 BHK,3522.0,5.0,4,20329.358319136853,71600000.0
2 BHK,1244.0,2.0,2,7073.954983922829,8800000.0
4 Bedroom,623.0,4.0,4,12038.52327447833,7500000.0
2 BHK,1025.0,2.0,2,2787.317073170732,2857000.0
2 BHK,1034.0,2.0,2,3675.0483558994197,3800000.0
3 BHK,1191.0,2.0,3,2799.3282955499585,3334000.0000000005
3 BHK,1719.0,3.0,3,4130.308318789994,7100000.0
2 BHK,1035.0,2.0,2,3800.0,3933000.0
4 Bedroom,1500.0,3.0,4,15333.333333333334,23000000.0
3 BHK,1470.0,2.0,3,5729.251700680272,8422000.0
2 BHK,1140.0,2.0,2,4443.859649122807,5066000.0
3 BHK,1752.12,3.0,3,7134.214551514737,12500000.0
6 Bedroom,600.0,6.0,6,13333.333333333334,8000000.0
4 Bedroom,600.0,3.0,4,14000.0,8400000.0
3 BHK,2990.0,3.0,3,5685.61872909699,17000000.0
3 BHK,1660.0,3.0,3,5120.481927710844,8500000.0
3 BHK,1275.0,3.0,3,4974.901960784314,6343000.0
3 BHK,1365.0,3.0,3,3868.864468864469,5281000.0
3 Bedroom,1200.0,2.0,3,7500.0,9000000.0
3 BHK,2546.0,3.0,3,6677.140612725844,17000000.0
3 BHK,1392.0,3.0,3,4989.942528735632,6945999.999999999
2 BHK,1245.0,2.0,2,4800.0,5976000.0
5 Bedroom,1200.0,3.0,5,5416.666666666667,6500000.0
2 BHK,1162.0,2.0,2,5514.629948364888,6408000.0
3 BHK,1476.0,2.0,3,4945.79945799458,7300000.0
1 BHK,700.0,1.0,1,3071.4285714285716,2150000.0
6 Bedroom,3600.0,6.0,6,4722.222222222223,17000000.0
2 BHK,943.0,2.0,2,5090.1378579003185,4800000.0
2 Bedroom,1150.0,2.0,2,14782.608695652174,17000000.0
2 BHK,1113.0,2.0,2,3998.2030548068283,4450000.0
3 BHK,1615.0,3.0,3,4299.071207430341,6943000.000000001
2 BHK,1279.0,2.0,2,7818.608287724785,10000000.0
2 BHK,1256.0,2.0,2,4777.070063694267,6000000.0
3 BHK,1805.0,3.0,3,15512.465373961219,28000000.0
3 BHK,1350.0,3.0,3,4814.814814814815,6500000.0
3 BHK,1525.0,3.0,3,4500.327868852459,6863000.0
2 BHK,1357.0,2.0,2,9064.112011790714,12300000.0
3 BHK,1645.0,3.0,3,7112.462006079028,11700000.0
3 BHK,1777.26,3.0,3,5176.507657855351,9200000.0
2 BHK,845.0,2.0,2,3786.98224852071,3200000.0
2 BHK,900.0,2.0,2,2777.777777777778,2500000.0
2 BHK,1210.0,2.0,2,5301.652892561984,6415000.000000001
2 BHK,829.0,2.0,2,2750.301568154403,2280000.0
3 BHK,1879.0,3.0,3,8249.068653539116,15500000.0
3 BHK,1250.0,2.0,3,4000.0,5000000.0
4 Bedroom,1200.0,2.0,4,2916.6666666666665,3500000.0
3 BHK,1108.0,2.0,3,5415.162454873646,6000000.0
3 BHK,1401.0,3.0,3,4925.0535331905785,6900000.0
3 BHK,1157.0,2.0,3,6482.281763180639,7500000.0
2 BHK,1185.0,2.0,2,3600.0,4266000.0
3 BHK,1751.0,3.0,3,6567.6756139348945,11500000.0
5 Bedroom,1550.0,3.0,5,16129.032258064517,25000000.0
3 BHK,1880.0,3.0,3,5132.978723404255,9650000.0
3 BHK,1322.5,3.0,3,3099.054820415879,4098500.0
2 BHK,1175.0,2.0,2,3234.0425531914893,3800000.0
2 BHK,1407.0,2.0,2,7000.0,9849000.0
2 BHK,1000.0,2.0,2,5000.0,5000000.0
3 BHK,1518.0,3.0,3,4940.711462450593,7500000.0
4 Bedroom,3600.0,4.0,4,8333.333333333334,30000000.0
2 BHK,1027.0,2.0,2,6523.855890944498,6700000.0
4 BHK,3730.0,6.0,4,11528.150134048257,43000000.0
2 BHK,1145.0,2.0,2,4017.467248908297,4600000.0
2 BHK,1260.0,2.0,2,8968.253968253968,11300000.0
3 BHK,1500.0,2.0,3,3150.0,4725000.0
3 BHK,1737.0,2.0,3,3299.9424294761084,5732000.0
3 Bedroom,1600.0,4.0,3,7500.0,12000000.0
3 BHK,1500.0,3.0,3,9000.0,13500000.0
2 Bedroom,1120.0,2.0,2,5357.142857142857,6000000.0
3 Bedroom,1200.0,4.0,3,20000.0,24000000.0
2 BHK,1030.0,2.0,2,4514.563106796117,4650000.0
6 Bedroom,2500.0,6.0,6,3520.0,8800000.0
2 BHK,1057.0,2.0,2,3311.2582781456954,3500000.0
4 BHK,2774.0,4.0,4,7498.197548666186,20800000.0
2 BHK,1460.0,2.0,2,2636.986301369863,3850000.0
2 BHK,1075.0,2.0,2,4995.3488372093025,5370000.0
3 BHK,1080.0,2.0,3,5555.555555555556,6000000.0
4 BHK,3626.0,5.0,4,21731.936017650303,78800000.0
6 BHK,5100.0,7.0,6,4411.764705882353,22500000.0
2 BHK,1139.7,2.0,2,3948.407475651487,4500000.0
2 BHK,1074.0,2.0,2,3985.102420856611,4280000.0
2 Bedroom,1200.0,2.0,2,3844.1666666666665,4613000.0
4 BHK,2425.0,5.0,4,7216.494845360825,17500000.0
2 BHK,1323.0,2.0,2,5593.348450491308,7400000.0
2 BHK,1232.0,2.0,2,5650.162337662337,6961000.0
2 BHK,900.0,2.0,2,4444.444444444444,4000000.0
1 BHK,740.0,1.0,1,3195.945945945946,2365000.0
3 BHK,1920.0,3.0,3,6979.166666666667,13400000.0
3 BHK,1550.0,3.0,3,6193.548387096775,9600000.0
3 BHK,1588.0,2.0,3,5667.506297229219,9000000.0
3 Bedroom,2300.0,4.0,3,10434.782608695652,24000000.0
9 Bedroom,3600.0,8.0,9,4583.333333333333,16500000.0
2 BHK,1308.0,2.0,2,6574.923547400612,8600000.0
3 BHK,1340.0,2.0,3,4050.0,5427000.0
10 Bedroom,3280.0,9.0,10,13719.512195121952,45000000.0
4 BHK,2170.0,3.0,4,12211.981566820277,26500000.0
3 BHK,1719.0,3.0,3,7853.4031413612565,13500000.0
2 BHK,1107.83,2.0,2,3746.964787016059,4151000.0
2 Bedroom,1200.0,2.0,2,3820.0,4584000.0
1 BHK,1090.0,2.0,1,2888.0733944954127,3148000.0
5 Bedroom,1500.0,5.0,5,14000.0,21000000.0
3 BHK,1660.0,3.0,3,6265.060240963855,10400000.0
2 BHK,1247.0,2.0,2,4696.0705693664795,5856000.0
3 BHK,1595.0,3.0,3,6018.808777429467,9600000.0
2 BHK,1175.0,2.0,2,4255.31914893617,5000000.0
8 Bedroom,1200.0,8.0,8,11250.0,13500000.0
2 BHK,1184.0,2.0,2,6587.8378378378375,7800000.0
2 BHK,1100.0,2.0,2,5000.0,5500000.0
2 Bedroom,935.0,2.0,2,8342.245989304813,7800000.0
2 BHK,1200.0,2.0,2,5000.0,6000000.0
5 Bedroom,2400.0,5.0,5,17000.0,40800000.0
2 BHK,1000.0,2.0,2,4500.0,4500000.0
2 BHK,1000.0,2.0,2,5200.0,5200000.0
3 BHK,1705.0,3.0,3,4985.337243401759,8500000.0
3 BHK,1060.0,2.0,3,5500.0,5830000.0
4 Bedroom,2325.0,4.0,4,5161.290322580645,12000000.0
3 BHK,1347.0,2.0,3,4083.147735708983,5500000.0
8 Bedroom,1200.0,8.0,8,20833.333333333332,25000000.0
2 BHK,1402.0,2.0,2,6776.034236804565,9500000.0
3 BHK,2280.0,4.0,3,5482.456140350877,12500000.0
2 BHK,1225.0,2.0,2,5800.0,7105000.0
2 BHK,1080.0,2.0,2,4907.407407407408,5300000.0
7 Bedroom,4000.0,7.0,7,2250.0,9000000.0
3 BHK,1919.0,3.0,3,15633.142261594581,30000000.0
2 BHK,1100.0,2.0,2,3872.7272727272725,4260000.0
4 BHK,2500.0,4.0,4,9000.0,22500000.0
2 BHK,1200.0,2.0,2,6500.0,7800000.0
3 BHK,1565.0,2.0,3,3700.3194888178914,5791000.0
2 Bedroom,1200.0,3.0,2,6500.0,7800000.0
3 BHK,1581.0,3.0,3,4807.084123972169,7600000.0
4 BHK,2882.0,5.0,4,6939.625260235947,20000000.0
5 Bedroom,1440.0,5.0,5,6736.111111111111,9700000.0
3 BHK,2180.0,3.0,3,12522.935779816513,27300000.0
